truck_name,date_fixed,date_fixed2,address,longitude,latitude
210,2017-03-13 00:00:56.000,2017-03-13 00:00:57.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11078723115843,43.05566311069061
216,2017-03-13 00:00:56.000,2017-03-13 00:00:56.000,1503 PARK ST & COURT ST & PAST                    ,-76.15872644760255,43.067981611097714
208,2017-03-13 00:01:03.000,2017-03-13 00:01:03.000,428 STAFFORD AVE                                  ,-76.1120386319119,43.06049271152964
216,2017-03-13 00:01:05.000,2017-03-13 00:01:05.000,314 COURT ST                                      ,-76.15844944751971,43.068079411126405
216,2017-03-13 00:01:06.000,2017-03-13 00:01:06.000,314 COURT ST                                      ,-76.15843424751642,43.0681022111312
216,2017-03-13 00:01:16.000,2017-03-13 00:01:16.000,1411 PARK ST & COURT ST                           ,-76.15822474746732,43.06836421118741
208,2017-03-13 00:01:18.000,2017-03-13 00:01:18.000,372 STAFFORD AVE & SUNNYCREST                     ,-76.11210293200531,43.061501911712575
285,2017-03-13 00:01:20.000,2017-03-13 00:01:20.000,2430-50 JAMES ST & FOREST HILL DR                 ,-76.11163373235557,43.068485913013795
208,2017-03-13 00:01:20.000,2017-03-13 00:01:20.000,372 STAFFORD AVE & SUNNYCREST                     ,-76.11211793201875,43.06162061173382
267,2017-03-13 00:01:21.000,2017-03-13 00:01:21.000,817 SOUTH AVE                                     ,-76.15841544475975,43.02991140411442
265,2017-03-13 00:01:23.000,2017-03-13 00:01:24.000,627 WATER ST E & ALMOND ST &                      ,-76.14216564099928,43.05091460860393
216,2017-03-13 00:01:27.000,2017-03-13 00:01:27.000,1500 PARK ST & COURT ST                           ,-76.15789894739532,43.06883171128591
178,2017-03-13 00:01:34.000,2017-03-13 00:01:34.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.14588244387419,43.07408111271556
265,2017-03-13 00:01:38.000,2017-03-13 00:01:38.000,627 WATER ST E & ALMOND ST &                      ,-76.14216814099838,43.050890908599506
265,2017-03-13 00:01:40.000,2017-03-13 00:01:41.000,627 WATER ST E & ALMOND ST &                      ,-76.14222024101296,43.050858608591554
283,2017-03-13 00:01:42.000,2017-03-13 00:01:42.000,648 ONONDAGA ST W                                 ,-76.16075674611058,43.03812840553422
208,2017-03-13 00:01:43.000,2017-03-13 00:01:43.000,332 STAFFORD AVE                                  ,-76.1122179321278,43.06268521192554
179,2017-03-13 00:01:48.000,2017-03-13 00:01:49.000,1820 EB I 690 SYRACUSE 13210                      ,-76.11135073132495,43.055435710627
263,2017-03-13 00:01:48.000,2017-03-13 00:01:48.000,144 ELMWOOD AVE TO GREENWOOD                      ,-76.16483644596663,43.017733401626636
286,2017-03-13 00:01:54.000,2017-03-13 00:01:55.000,1824 EB I 690 SYRACUSE 13210                      ,-76.1105424310823,43.055709210708535
210,2017-03-13 00:01:56.000,2017-03-13 00:01:57.000,1822 EB I 690 SYRACUSE 13210                      ,-76.1108114311655,43.05565271068773
208,2017-03-13 00:01:57.000,2017-03-13 00:01:57.000,271 STAFFORD AVE & GLENCOVE R                     ,-76.11231473223407,43.06372561211295
263,2017-03-13 00:02:06.000,2017-03-13 00:02:06.000,114 EDGEWOOD AVE                                  ,-76.16545624611594,43.01701440147043
285,2017-03-13 00:02:20.000,2017-03-13 00:02:20.000,2430-50 JAMES ST & FOREST HILL DR                 ,-76.11164393235987,43.06849971301594
267,2017-03-13 00:02:21.000,2017-03-13 00:02:21.000,310-12 SOUTH AVE                                  ,-76.1589389453662,43.03597890520954
208,2017-03-13 00:02:23.000,2017-03-13 00:02:24.000,208 STAFFORD AVE                                  ,-76.1124842324227,43.06558311244765
216,2017-03-13 00:02:27.000,2017-03-13 00:02:27.000,709 COURT ST                                      ,-76.15504844674754,43.072676612102484
178,2017-03-13 00:02:34.000,2017-03-13 00:02:34.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.14593914388644,43.07399561269766
283,2017-03-13 00:02:37.000,2017-03-13 00:02:37.000,116 ONONDAGA AVE                                  ,-76.16479194709198,43.03357660454125
178,2017-03-13 00:02:40.000,2017-03-13 00:02:40.000,114 MCCHESNEY PARK DR                             ,-76.14577774382822,43.07391491268911
265,2017-03-13 00:02:40.000,2017-03-13 00:02:41.000,327-35 WATER ST E & STATE ST S &                  ,-76.14728094266077,43.0509386084103
178,2017-03-13 00:02:42.000,2017-03-13 00:02:42.000,2209-11 GRANT BLVD                                ,-76.14499324350153,43.07291491253588
265,2017-03-13 00:02:44.000,2017-03-13 00:02:44.000,327-35 WATER ST E & STATE ST S &                  ,-76.14745294271444,43.05090890839818
283,2017-03-13 00:02:47.000,2017-03-13 00:02:47.000,120 ONONDAGA AVE & BELLEVUE A                     ,-76.16539144726202,43.03323740445568
265,2017-03-13 00:02:48.000,2017-03-13 00:02:48.000,327-35 WATER ST E & STATE ST S &                  ,-76.1474446427043,43.05080560837952
263,2017-03-13 00:02:48.000,2017-03-13 00:02:48.000,200 LYNCH AVE & EDGEWOOD AVE                      ,-76.16557864599234,43.014743201047985
179,2017-03-13 00:02:48.000,2017-03-13 00:02:49.000,1820 EB I 690 SYRACUSE 13210                      ,-76.1113442313217,43.05542011062442
283,2017-03-13 00:02:49.000,2017-03-13 00:02:49.000,806-08 BELLEVUE AVE                               ,-76.1655774473211,43.03322020444535
178,2017-03-13 00:02:54.000,2017-03-13 00:02:54.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.14587624386712,43.07401091270291
286,2017-03-13 00:02:54.000,2017-03-13 00:02:55.000,1824 EB I 690 SYRACUSE 13210                      ,-76.11053973108186,43.05571561070981
208,2017-03-13 00:02:54.000,2017-03-13 00:02:55.000,2378-90 JAMES ST & STAFFORD AVE                   ,-76.1127147326703,43.067983612879736
208,2017-03-13 00:02:55.000,2017-03-13 00:02:55.000,2378-90 JAMES ST & STAFFORD AVE                   ,-76.11271473267055,43.06798771288045
210,2017-03-13 00:02:56.000,2017-03-13 00:02:57.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11079593115976,43.055642610686505
283,2017-03-13 00:03:00.000,2017-03-13 00:03:00.000,900 BELLEVUE AVE & MALCOLM ST                     ,-76.16698514777337,43.03315960437964
263,2017-03-13 00:03:01.000,2017-03-13 00:03:01.000,220 LYNCH AVE & FLETCHER AVE                      ,-76.16656474631579,43.01479360101907
208,2017-03-13 00:03:05.000,2017-03-13 00:03:06.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11262763265547,43.06817061291744
208,2017-03-13 00:03:09.000,2017-03-13 00:03:09.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11249073261075,43.068166912922045
208,2017-03-13 00:03:13.000,2017-03-13 00:03:13.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11231463255172,43.06814061292402
208,2017-03-13 00:03:19.000,2017-03-13 00:03:20.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11212223249231,43.068182912939264
285,2017-03-13 00:03:20.000,2017-03-13 00:03:20.000,2501-13 JAMES ST & MARLBOROUGH RD                 ,-76.11165043236281,43.0685112130178
267,2017-03-13 00:03:21.000,2017-03-13 00:03:21.000,400-12 ONONDAGA ST W                              ,-76.15770344528238,43.04038320606692
263,2017-03-13 00:03:23.000,2017-03-13 00:03:23.000,300 HUTCHINSON AVE & FLETCHER                     ,-76.16658844640816,43.01597170123483
216,2017-03-13 00:03:27.000,2017-03-13 00:03:27.000,1131 COURT ST & WILLUMAE DR                       ,-76.15071664559572,43.0761986129171
216,2017-03-13 00:03:30.000,2017-03-13 00:03:30.000,1131 COURT ST & WILLUMAE DR                       ,-76.15053414553842,43.076224712928955
265,2017-03-13 00:03:47.000,2017-03-13 00:03:48.000,627 WATER ST E & ALMOND ST &                      ,-76.14276024118534,43.05081940856344
179,2017-03-13 00:03:48.000,2017-03-13 00:03:49.000,1820 EB I 690 SYRACUSE 13210                      ,-76.11134713132333,43.05542961062602
285,2017-03-13 00:03:51.000,2017-03-13 00:03:51.000,2430-50 JAMES ST & FOREST HILL DR                 ,-76.11155573232858,43.06846311301265
265,2017-03-13 00:03:52.000,2017-03-13 00:03:53.000,627 WATER ST E & ALMOND ST &                      ,-76.1424249410703,43.05073260856045
178,2017-03-13 00:03:54.000,2017-03-13 00:03:54.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.14585914386687,43.074084712717145
286,2017-03-13 00:03:54.000,2017-03-13 00:03:55.000,1824 EB I 690 SYRACUSE 13210                      ,-76.11054563108462,43.05572741071178
210,2017-03-13 00:03:56.000,2017-03-13 00:03:57.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11079473115986,43.05564961068785
216,2017-03-13 00:03:58.000,2017-03-13 00:03:58.000,117 MICHAELS AVE & KIRKPATRIC                     ,-76.14905064498214,43.07518711279589
285,2017-03-13 00:04:00.000,2017-03-13 00:04:01.000,2500 JAMES ST & FOREST HILL DR                    ,-76.11134713226434,43.068510913029485
283,2017-03-13 00:04:00.000,2017-03-13 00:04:00.000,1152-54 BELLEVUE AVE                              ,-76.17505675036942,43.03285170401037
283,2017-03-13 00:04:01.000,2017-03-13 00:04:01.000,1152-54 BELLEVUE AVE                              ,-76.17510115038444,43.03286040401023
283,2017-03-13 00:04:04.000,2017-03-13 00:04:04.000,1428 GEDDES ST S                                  ,-76.17517545041744,43.032984204030114
285,2017-03-13 00:04:05.000,2017-03-13 00:04:05.000,2501-13 JAMES ST & MARLBOROUGH RD                 ,-76.11140563229232,43.06863561305012
216,2017-03-13 00:04:10.000,2017-03-13 00:04:10.000,120 MICHAELS AVE & KIRKPATRIC                     ,-76.14949564508258,43.074577712666745
208,2017-03-13 00:04:19.000,2017-03-13 00:04:19.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11209643249333,43.06831321296416
216,2017-03-13 00:04:19.000,2017-03-13 00:04:19.000,2421-23 GRANT BLVD & KIRKPATRICK                  ,-76.14981094515262,43.07412911257217
267,2017-03-13 00:04:21.000,2017-03-13 00:04:21.000,580-84 SALINA ST S & ADAMS ST W                   ,-76.15168314349947,43.04274820673472
263,2017-03-13 00:04:23.000,2017-03-13 00:04:23.000,106 FAIRFIELD AVE                                 ,-76.16323844539673,43.01701540155647
263,2017-03-13 00:04:32.000,2017-03-13 00:04:32.000,2056 SOUTH AVE & FAIRFIELD AVE                    ,-76.16273694523645,43.017048901582065
283,2017-03-13 00:04:32.000,2017-03-13 00:04:32.000,1215 GEDDES ST S & ELLIOTT ST                     ,-76.17415095023958,43.03512890446403
263,2017-03-13 00:04:42.000,2017-03-13 00:04:42.000,2056 SOUTH AVE & FAIRFIELD AVE                    ,-76.16265224520023,43.016927401562995
265,2017-03-13 00:04:43.000,2017-03-13 00:04:44.000,701-05 GENESEE ST E & ALMOND ST                   ,-76.14226974079962,43.047671608003974
283,2017-03-13 00:04:46.000,2017-03-13 00:04:46.000,306 ELLIOTT ST                                    ,-76.1728917498155,43.03491190447295
179,2017-03-13 00:04:48.000,2017-03-13 00:04:49.000,1820 EB I 690 SYRACUSE 13210                      ,-76.11134513132356,43.05544191062837
216,2017-03-13 00:04:49.000,2017-03-13 00:04:49.000,2619 GRANT BLVD                                   ,-76.15248424605093,43.07455611254699
263,2017-03-13 00:04:51.000,2017-03-13 00:04:51.000,2108 SOUTH AVE & FAIRFIELD AVE                    ,-76.16290764526538,43.016681201507836
178,2017-03-13 00:04:54.000,2017-03-13 00:04:54.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.14585774386593,43.07407761271589
286,2017-03-13 00:04:54.000,2017-03-13 00:04:55.000,1824 EB I 690 SYRACUSE 13210                      ,-76.11054943108414,43.05570371070728
283,2017-03-13 00:04:56.000,2017-03-13 00:04:56.000,300 BRADLEY ST & ELLIOTT ST                       ,-76.17248514966673,43.03467720444555
210,2017-03-13 00:04:56.000,2017-03-13 00:04:57.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11081413116625,43.055650710687296
216,2017-03-13 00:05:01.000,2017-03-13 00:05:01.000,824 COURT ST & GRANT BLVD                         ,-76.15333114634004,43.074753412550386
265,2017-03-13 00:05:01.000,2017-03-13 00:05:02.000,70 E ADAMS ST TO NB I 81 RAMP SYRACUSE 13210      ,-76.1423229407517,43.04676560783542
285,2017-03-13 00:05:04.000,2017-03-13 00:05:04.000,2001 JAMES ST & PECK AVE                          ,-76.11880823457508,43.06696991245773
216,2017-03-13 00:05:07.000,2017-03-13 00:05:07.000,915 COURT ST                                      ,-76.1533806463657,43.07488691257297
216,2017-03-13 00:05:13.000,2017-03-13 00:05:13.000,1001 COURT ST & BRACE ST                          ,-76.15309814629262,43.07514511263135
267,2017-03-13 00:05:14.000,2017-03-13 00:05:14.000,629 E ADAMS ST SYRACUSE 13202                     ,-76.14307494070816,43.042769707071926
267,2017-03-13 00:05:17.000,2017-03-13 00:05:18.000,637 E ADAMS ST SYRACUSE 13202                     ,-76.14291794065713,43.04276860707779
208,2017-03-13 00:05:19.000,2017-03-13 00:05:19.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.1120731324837,43.06828441295977
283,2017-03-13 00:05:27.000,2017-03-13 00:05:27.000,1100 BELLEVUE AVE & BRADLEY ST                    ,-76.17278064963988,43.03297320412088
283,2017-03-13 00:05:40.000,2017-03-13 00:05:40.000,1132 BELLEVUE AVE                                 ,-76.17402295003761,43.03290070405943
285,2017-03-13 00:05:41.000,2017-03-13 00:05:41.000,100 HAMPTON RD & JAMES ST                         ,-76.12330643587784,43.06478671188262
283,2017-03-13 00:05:45.000,2017-03-13 00:05:45.000,1134-36 BELLEVUE AVE                              ,-76.17413895006581,43.03276990403088
179,2017-03-13 00:05:48.000,2017-03-13 00:05:49.000,1820 EB I 690 SYRACUSE 13210                      ,-76.11134073132207,43.05544111062839
263,2017-03-13 00:05:51.000,2017-03-13 00:05:51.000,310 HUTCHINSON AVE                                ,-76.16783874681154,43.01594210118098
178,2017-03-13 00:05:54.000,2017-03-13 00:05:54.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.14584164386085,43.074079612716865
286,2017-03-13 00:05:54.000,2017-03-13 00:05:55.000,1824 EB I 690 SYRACUSE 13210                      ,-76.11053043107675,43.05568611070478
283,2017-03-13 00:05:55.000,2017-03-13 00:05:55.000,121 STINARD AVE                                   ,-76.17408395000689,43.032199203928116
210,2017-03-13 00:05:56.000,2017-03-13 00:05:57.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11080063116323,43.055669710691284
265,2017-03-13 00:06:01.000,2017-03-13 00:06:02.000,8451 NB I 81 SYRACUSE 13210                       ,-76.14246214038464,43.04103620677701
267,2017-03-13 00:06:01.000,2017-03-13 00:06:01.000,645 E ADAMS ST SYRACUSE 13202                     ,-76.14280864062586,43.042826907092724
216,2017-03-13 00:06:02.000,2017-03-13 00:06:02.000,1250 COURT ST & HOOD AVE                          ,-76.14861514497099,43.07699271314432
216,2017-03-13 00:06:03.000,2017-03-13 00:06:03.000,1250 COURT ST & HOOD AVE                          ,-76.14857794495775,43.07697641314276
283,2017-03-13 00:06:04.000,2017-03-13 00:06:04.000,124-26 STINARD AVE & GRANT AVE                    ,-76.1741911500219,43.03192440387344
285,2017-03-13 00:06:08.000,2017-03-13 00:06:08.000,1507 JAMES ST & DURSTON AVE                       ,-76.1264804367944,43.063209611470064
263,2017-03-13 00:06:08.000,2017-03-13 00:06:08.000,323 HUTCHINSON AVE & CLAYTON                      ,-76.1689849471687,43.01573910109925
283,2017-03-13 00:06:09.000,2017-03-13 00:06:09.000,210 GRANT AVE                                     ,-76.17454815013576,43.03189790385475
267,2017-03-13 00:06:10.000,2017-03-13 00:06:10.000,890 ALMOND ST SYRACUSE 13210                      ,-76.14242874050845,43.04290790712231
208,2017-03-13 00:06:19.000,2017-03-13 00:06:19.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11207313248501,43.06830291296317
283,2017-03-13 00:06:21.000,2017-03-13 00:06:21.000,1509 GEDDES ST S & GRANT AVE                      ,-76.17535645040321,43.03197110383688
267,2017-03-13 00:06:25.000,2017-03-13 00:06:25.000,807 ALMOND ST                                     ,-76.14231094055671,43.04410960734773
267,2017-03-13 00:06:26.000,2017-03-13 00:06:26.000,807 ALMOND ST                                     ,-76.14230964055713,43.044121607350014
283,2017-03-13 00:06:36.000,2017-03-13 00:06:36.000,1152-54 BELLEVUE AVE                              ,-76.17511465038669,43.03283060400424
267,2017-03-13 00:06:37.000,2017-03-13 00:06:37.000,8 E ADAMS ST TO NB I 81 RAMP SYRACUSE 13210       ,-76.14228144058775,43.04467470745275
263,2017-03-13 00:06:39.000,2017-03-13 00:06:39.000,110 CLAYTON AVE & LYNCH AVE                       ,-76.16911444712737,43.01458020088112
285,2017-03-13 00:06:40.000,2017-03-13 00:06:40.000,1111-29 JAMES ST                                  ,-76.13047713795068,43.061254410956195
265,2017-03-13 00:06:48.000,2017-03-13 00:06:48.000,500 RENWICK AVE                                   ,-76.1415177398233,43.03749220616215
179,2017-03-13 00:06:48.000,2017-03-13 00:06:49.000,1820 EB I 690 SYRACUSE 13210                      ,-76.11135163132451,43.05542571062515
178,2017-03-13 00:06:54.000,2017-03-13 00:06:54.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.14584124385969,43.07406511271421
286,2017-03-13 00:06:54.000,2017-03-13 00:06:55.000,1824 EB I 690 SYRACUSE 13210                      ,-76.11053163107748,43.05569111070561
265,2017-03-13 00:06:55.000,2017-03-13 00:06:56.000,500 RENWICK AVE                                   ,-76.14151523982967,43.03759240618066
210,2017-03-13 00:06:56.000,2017-03-13 00:06:57.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11078143115719,43.05567261069257
263,2017-03-13 00:07:02.000,2017-03-13 00:07:02.000,425 MITCHELL AVE & LYNCH AVE                      ,-76.17041014753164,43.01435860079021
216,2017-03-13 00:07:03.000,2017-03-13 00:07:03.000,140 HOOD AVE                                      ,-76.14381214318279,43.07381021274602
265,2017-03-13 00:07:04.000,2017-03-13 00:07:05.000,500 RENWICK AVE                                   ,-76.14149613982015,43.0375461061729
265,2017-03-13 00:07:06.000,2017-03-13 00:07:06.000,500 RENWICK AVE                                   ,-76.14155313983949,43.037557606172776
285,2017-03-13 00:07:06.000,2017-03-13 00:07:06.000,1019 JAMES ST                                     ,-76.13377673890476,43.059632910530546
265,2017-03-13 00:07:13.000,2017-03-13 00:07:14.000,516 BURT ST                                       ,-76.14205924002316,43.03782860620301
283,2017-03-13 00:07:15.000,2017-03-13 00:07:15.000,1060 BELLEVUE AVE                                 ,-76.17234094950057,43.033019204146385
208,2017-03-13 00:07:19.000,2017-03-13 00:07:19.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11208043248767,43.0683071129637
283,2017-03-13 00:07:20.000,2017-03-13 00:07:20.000,1060 BELLEVUE AVE                                 ,-76.17218824944351,43.032914404133024
216,2017-03-13 00:07:22.000,2017-03-13 00:07:22.000,1601 BUTTERNUT ST & HOOD AVE                      ,-76.14249594271921,43.07330491270424
216,2017-03-13 00:07:23.000,2017-03-13 00:07:23.000,1601 BUTTERNUT ST & HOOD AVE                      ,-76.14247444271379,43.07332671270905
210,2017-03-13 00:07:31.000,2017-03-13 00:07:32.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11076493115243,43.055680410694634
210,2017-03-13 00:07:35.000,2017-03-13 00:07:36.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11076393115198,43.0556789106944
210,2017-03-13 00:07:36.000,2017-03-13 00:07:37.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11076413115198,43.05567811069426
267,2017-03-13 00:07:37.000,2017-03-13 00:07:37.000,701 WATER ST E & ALMOND ST &                      ,-76.14201624093941,43.050756608580684
216,2017-03-13 00:07:44.000,2017-03-13 00:07:44.000,102 ROSS PK & BUTTERNUT ST                        ,-76.1425541428063,43.07425121287575
179,2017-03-13 00:07:48.000,2017-03-13 00:07:49.000,1820 EB I 690 SYRACUSE 13210                      ,-76.11134813132334,43.05542541062522
178,2017-03-13 00:07:54.000,2017-03-13 00:07:54.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.1458641438681,43.07407921271594
286,2017-03-13 00:07:54.000,2017-03-13 00:07:55.000,1824 EB I 690 SYRACUSE 13210                      ,-76.11055613108631,43.055703710707014
263,2017-03-13 00:07:57.000,2017-03-13 00:07:57.000,2598 SOUTH AVE TO MITCHELL AVE                    ,-76.16964864700255,43.01043460009798
283,2017-03-13 00:08:01.000,2017-03-13 00:08:01.000,428 STOLP AVE & ROBERTS AVE                       ,-76.17198224918346,43.03023070364771
285,2017-03-13 00:08:06.000,2017-03-13 00:08:06.000,753 JAMES ST & LODI ST TO WIL                     ,-76.14123814106249,43.05597340956935
283,2017-03-13 00:08:07.000,2017-03-13 00:08:07.000,509-11 STOLP AVE                                  ,-76.17240814931871,43.03019060362381
265,2017-03-13 00:08:13.000,2017-03-13 00:08:14.000,807 ALMOND ST                                     ,-76.14232374049244,43.04315910717256
208,2017-03-13 00:08:19.000,2017-03-13 00:08:19.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11206813248337,43.068302412963284
263,2017-03-13 00:08:33.000,2017-03-13 00:08:33.000,2502-04 SOUTH AVE & PRINCETON AVE                 ,-76.16666064616552,43.01227110055143
210,2017-03-13 00:08:36.000,2017-03-13 00:08:37.000,1822 EB I 690 SYRACUSE 13210                      ,-76.110781131157,43.05567091069228
267,2017-03-13 00:08:37.000,2017-03-13 00:08:37.000,101 UNIVERSITY AVE & ERIE BLV                     ,-76.13407323835324,43.05063360886553
283,2017-03-13 00:08:41.000,2017-03-13 00:08:41.000,1709 GEDDES ST S & STOLP AVE                      ,-76.17493625013185,43.03009460350824
216,2017-03-13 00:08:43.000,2017-03-13 00:08:43.000,244 ROSS PK                                       ,-76.1459279440552,43.07638721313726
178,2017-03-13 00:08:44.000,2017-03-13 00:08:44.000,2308 GRANT BLVD & MCCHESNEY PK                    ,-76.14576444383971,43.07413391272982
179,2017-03-13 00:08:48.000,2017-03-13 00:08:49.000,1820 EB I 690 SYRACUSE 13210                      ,-76.11134693132435,43.055444910628864
265,2017-03-13 00:08:50.000,2017-03-13 00:08:51.000,72 E ADAMS ST TO NB I 81 RAMP SYRACUSE 13210      ,-76.14226074073481,43.046811607846294
286,2017-03-13 00:08:54.000,2017-03-13 00:08:55.000,1824 EB I 690 SYRACUSE 13210                      ,-76.11057213109235,43.055715610708575
216,2017-03-13 00:08:54.000,2017-03-13 00:08:54.000,256 ROSS PK                                       ,-76.14632274420237,43.07665061317034
283,2017-03-13 00:08:57.000,2017-03-13 00:08:57.000,712 STOLP AVE                                     ,-76.1764734506259,43.03003140343706
178,2017-03-13 00:08:57.000,2017-03-13 00:08:57.000,199 HOOD AVE                                      ,-76.14571494384404,43.07441711278376
210,2017-03-13 00:08:57.000,2017-03-13 00:08:58.000,1822 EB I 690 SYRACUSE 13210                      ,-76.11090843119423,43.05561421067693
263,2017-03-13 00:08:59.000,2017-03-13 00:08:59.000,108 ARMSTRONG PL & SOUTH AVE                      ,-76.16542114588157,43.013912900901396
265,2017-03-13 00:09:01.000,2017-03-13 00:09:02.000,701-05 GENESEE ST E & ALMOND ST                   ,-76.14228744079209,43.04748690796932
285,2017-03-13 00:09:06.000,2017-03-13 00:09:06.000,407 JAMES ST & STATE ST N                         ,-76.14824794309132,43.05256090867094
285,2017-03-13 00:09:07.000,2017-03-13 00:09:08.000,407 JAMES ST & STATE ST N                         ,-76.14827564309924,43.05254590866713
178,2017-03-13 00:09:14.000,2017-03-13 00:09:14.000,2238 GRANT BLVD & MCCHESNEY PK                    ,-76.14606644388797,43.07344411259144
178,2017-03-13 00:09:16.000,2017-03-13 00:09:16.000,2238 GRANT BLVD & MCCHESNEY PK                    ,-76.14607864388772,43.073385712580254
265,2017-03-13 00:09:16.000,2017-03-13 00:09:17.000,701-03 FAYETTE ST E & ALMOND ST                   ,-76.14219974082863,43.04838990813867
285,2017-03-13 00:09:18.000,2017-03-13 00:09:18.000,323-35 JAMES ST & STATE ST N                      ,-76.14885014326264,43.052226208586134
216,2017-03-13 00:09:19.000,2017-03-13 00:09:19.000,1345 COURT ST                                     ,-76.14767144470913,43.07760861329398
208,2017-03-13 00:09:19.000,2017-03-13 00:09:19.000,2400-10 JAMES ST & STAFFORD AVE                   ,-76.11209523249569,43.06835141297124
216,2017-03-13 00:09:22.000,2017-03-13 00:09:22.000,1345 COURT ST                                     ,-76.14780524475071,43.077582913284076
265,2017-03-13 00:09:26.000,2017-03-13 00:09:27.000,622 WASHINGTON ST E & ALMOND                      ,-76.14218594086512,43.04895940824388
178,2017-03-13 00:09:27.000,2017-03-13 00:09:27.000,2303 GRANT BLVD & POND ST                         ,-76.14657374400888,43.07283721246035
216,2017-03-13 00:09:29.000,2017-03-13 00:09:29.000,1345 COURT ST                                     ,-76.14775074473478,43.07760771329074
210,2017-03-13 00:09:31.000,2017-03-13 00:09:31.000,1216 CANAL ST REAR                                ,-76.11246123165853,43.05506321051562
285,2017-03-13 00:09:32.000,2017-03-13 00:09:32.000,225 JAMES ST                                      ,-76.14971014351588,43.05186820848705
